date,inst_f buy,inst_t buy,inst_txf_net,inst_txf_oi,inst_mtx_net,inst_mtx_oi,txf_open,txf_high,txf_low,txf_close,txf_volume,tse_open,tse_high,tse_low,tse_close,tse_volume,PutCallVol,PutCallRatio
2019/5/22,-11121446184,794017050,-3585,47497,-1879,-3866,10471,10515,10453,10479,116647,10481.0996,10520.6201,10453.5,10457.2197,950.46,101.82,115.77
2019/5/23,-11024782914,-925665170,-5317,40980,-7266,-6332,10422,10424,10285,10311,140726,10404,10404,10289.6904,10308.3701,1180.08,105.69,104.38
2019/5/24,-8531354816,404598251,4387,45367,4354,-1978,10316,10386,10315,10341,109852,10313.1504,10370.9697,10308.5898,10328.2803,1017.24,126.67,109.89
2019/5/27,-4682187289,-267250599,-1199,44168,-2065,-4043,10349,10390,10284,10332,103055,10344.1797,10365.4404,10305.2803,10334.1299,920.56,104.24,107.17
2019/5/28,-5635242459,127029497,-1424,42744,253,-3790,10369,10374,10309,10340,87522,10348.5801,10361.6104,10312.3096,10312.3096,1526.3,103.81,106.55
2019/5/29,-6045451244,-86985404,2481,45224,-493,-4294,10220,10295,10218,10291,94586,10277.3496,10307.75,10227.4404,10301.7803,935.49,106.33,105.82
2019/5/30,-3723703512,397725365,-865,44348,1236,-3014,10311,10382,10279,10365,118760,10307.1201,10384.3604,10306.0303,10382.9902,959.25,110.9,109.41
2019/5/31,1935823391,1100838230,492,44170,1116,782,10332,10493,10330,10455,132152,10386.1201,10515.0996,10369.0195,10498.4902,1240.57,114.09,116.66
2019/6/3,4256940836,-470794770,310,44409,-2159,-1093,10431,10477,10366,10471,129013,10482.4502,10511.2002,10383.5098,10500.0703,958.38,109.91,115.22
2019/6/4,-5845365676,75346470,-2580,41820,-6269,-7326,10461,10483,10401,10416,91564,10499.5098,10518.3301,10421.8096,10429.1201,889.3,90.99,109.53
2019/6/5,-524605423,212899189,-70,41759,2723,-3696,10495,10510,10439,10456,101491,10497.5,10541.29,10446.5098,10461.6201,968.83,92.42,108.1
2019/6/6,-2305092765,-404646572,-1588,40187,-3325,-7081,10433,10437,10351,10365,111098,10409.9004,10429.3301,10371.0801,10409.2002,981.31,88.35,101.69
2019/6/10,8311096159,635503010,7076,47261,7897,824,10477,10546,10442,10540,122465,10486.2305,10566.4697,10466.2402,10566.4697,1072.08,111.77,110.32
2019/6/11,3481481206,1024279050,-128,47135,-584,232,10555,10618,10533,10590,101609,10567.54,10637.9004,10548.0596,10607.7598,1221.93,112.83,114.79
2019/6/12,-150026789,399395812,564,47698,432,670,10587,10611,10564,10591,87261,10605.75,10630.6904,10566.3701,10615.6602,1011.16,86.89,116.27
2019/6/13,-7582215536,800199500,-6237,41459,-5696,-5018,10561,10589,10497,10528,113159,10582.1904,10617.0596,10539.4902,10561.0098,958.47,95.35,108.3
2019/6/14,-3149226389,83716281,-298,41161,-168,-5186,10534,10558,10516,10528,76827,10546.4199,10568.9199,10517.8203,10524.6699,842.19,99.92,106.34
2019/6/17,-4276008252,-228360970,2901,44014,2387,-2735,10477,10565,10460,10545,101665,10488.7002,10562.9697,10474.1904,10530.54,880.04,101.54,108.15
2019/6/18,1537423115,-67059712,-1391,42623,-1432,-4167,10539,10576,10526,10554,65992,10547.1504,10573.7695,10521.7002,10566.7402,803.05,99.01,111.01
2019/6/19,17946251224,1001741322,14296,51115,13092,4628,10680,10800,10667,10770,78705,10650.4805,10778.6397,10650.4805,10775.3398,1411.24,95.06,126.8
2019/6/20,6937059327,582547830,2482,53598,-2833,1791,10575,10605,10558,10592,81952,10749.4102,10799.1397,10745.25,10785.0098,1267.88,106.01,116.56
2019/6/21,6506815125,323556297,97,53695,-3250,-1459,10628,10641,10564,10586,96523,10817.71,10840.29,10773.4697,10803.7695,1488.81,81.24,110.56
2019/6/24,5413322876,-185492708,-4309,49386,-785,-2244,10605,10647,10553,10622,91541,10734.25,10786.3301,10695.4902,10779.4502,968.5,106.8,113.54
2019/6/25,-1999119600,287912130,-3,49383,-4225,-6469,10620,10630,10523,10539,99145,10777.1797,10787.6201,10693.04,10706.7197,999.07,94.28,100.52
2019/6/26,-586276973,106116274,-4000,44283,-3145,-5221,10525,10541,10499,10505,83783,10661.3897,10690.9805,10645.3701,10652.5498,855.65,110.77,95.78
2019/6/27,14403949647,840901724,1329,45612,3758,-1463,10535,10642,10532,10621,107401,10674.2002,10800.29,10674.2002,10773.9004,1246.03,110.36,108.71
2019/6/28,-2948183014,367402000,1513,47125,-3353,-4816,10621,10627,10550,10577,82315,10786.6602,10788.0801,10719.0801,10730.8301,895.85,89.86,99.68
2019/7/1,7230941167,2089516844,-325,46800,2828,-1988,10707,10780,10693,10766,97311,10821.2998,10914.8496,10821.2998,10895.46,1452.13,115.04,119.96
2019/7/2,-4964904801,379616780,-2137,44663,-1347,-3335,10738,10766,10729,10749,60623,10878.0098,10888.21,10843.6397,10865.1201,1189.11,101.5,119.37
2019/7/3,-8029090918,-1072694800,-2221,42442,-2294,-5632,10733,10741,10202,10641,110709,10793.0996,10812.6504,10720.6602,10743.7695,1120.04,126.26,105.28
2019/7/4,143866536,-412163806,405,42847,4078,-1554,10691,10729,10677,10707,77761,10755.8701,10791.2803,10750.9004,10775.9004,972.17,114.07,113.86
2019/7/5,209805332,-318385452,-765,42083,248,-1306,10713,10749,10682,10718,77789,10785.8496,10812.3799,10756.6699,10785.7305,851.69,109.54,113.87
2019/7/8,-6980056197,-658267432,-1045,41035,-2251,-3545,10655,10711,10630,10665,105478,10742.8096,10781.1104,10708.9199,10751.2197,955.08,110.6,109.74
2019/7/9,-3239829387,-441084137,-1818,39225,-1771,-5348,10688,10699,10631,10650,79145,10729.8301,10733.5703,10680.8496,10702.7803,936.46,91.78,102.73
2019/7/10,1150495305,153912288,3527,42752,7364,2036,10699,10741,10689,10732,99507,10723.2305,10810.1602,10723.2305,10798.4805,1032.86,108.41,115.29
2019/7/11,4864612203,654797490,1487,44241,-106,1922,10801,10833,10772,10813,83589,10817.5996,10856.5098,10799.6504,10843.4199,1303.8,111.67,126.44
2019/7/12,-573690027,536460241,-1849,42407,-3722,-1860,10789,10830,10788,10811,67152,10855.1602,10867.5898,10823.8897,10824.3496,1209.45,113.98,122.94
2019/7/15,765537261,830997378,-1189,41203,60,-1740,10808,10860,10730,10849,115603,10819.9199,10880.5596,10769.5703,10876.4297,1176.47,100.33,129.29
2019/7/16,-464666196,-91752761,-5316,35861,-811,-2447,10863,10892,10851,10878,72001,10865,10899.8398,10865,10886.0498,1174.16,104.79,134.81
2019/7/17,-2960907078,-210883660,254,32681,-4907,-1209,10837,10855,10805,10831,70371,10861.1104,10861.1104,10804.3398,10828.4805,1131.64,87.07,105.69
2019/7/18,-4231738462,-73643814,6046,38694,3104,2027,10625,10676,10623,10651,78963,10821.9199,10835.4297,10792.2695,10799.2803,1049.5,102.88,99.94
2019/7/19,8159136581,790671521,2404,41117,1455,3406,10757,10792,10727,10740,96592,10861.9902,10919.96,10861.9902,10873.1904,1229.17,116.14,112.93
2019/7/22,4732073131,799153962,4288,45404,2730,6140,10735,10798,10729,10795,78274,10910.5,10949.7598,10909.1504,10944.5303,1176.62,121.98,125.18
2019/7/23,-50658653,287288666,-969,44434,-3284,2860,10822,10836,10785,10803,76789,10963.8604,10994.4404,10932.5303,10947.2598,1266.48,108.74,127.89
2019/7/24,1199819459,242298430,-280,44154,-1685,1211,10817,10835,10792,10804,66376,10969.7402,10976.46,10912.9199,10935.7598,1322.54,100.7,116.36
2019/7/25,2215790521,-209163128,-1030,43124,802,2013,10825,10831,10769,10822,73931,10892.25,10945.9199,10879.4004,10941.4102,1331.73,107.25,117.61
2019/7/26,-5125185527,353205690,-2562,40552,-5819,-3766,10781,10795,10765,10788,53211,10898.25,10907.4404,10879.2402,10891.9805,1111.68,107.91,116.69
2019/7/29,-4394416441,403537140,-37,40511,-106,-3856,10779,10802,10744,10782,83163,10872.6299,10905.7402,10863.3301,10885.7305,1044.44,102.99,119.93
2019/7/30,2609423210,-590438855,-4032,36479,-2628,-6484,10819,10836,10752,10752,91664,10909.9805,10927.1602,10827.7402,10830.9004,1304.24,95.8,113.89
2019/7/31,-4997911457,352030140,928,37407,-362,-6686,10721,10743,10674,10736,103902,10824.1504,10835.7998,10754.0703,10823.8096,1285.61,104.39,113.27
2019/8/1,-15891545862,602009280,-4848,32563,-4119,-10805,10635,10697,10623,10644,109347,10773.0596,10773.25,10714.7305,10731.75,1299.25,106.5,108.87
2019/8/2,-19594004438,-1222542953,-3384,29179,-5989,-16794,10518,10535,10441,10469,142673,10641.2803,10641.2803,10524.6797,10549.04,1584.67,107.14,95.54
2019/8/5,-15512287719,-525736380,1173,29154,1351,-10651,10421,10460,10358,10376,135526,10528.8701,10542.4902,10418.25,10423.4102,1285.06,105.1,91.8
2019/8/6,-5800026921,-748134420,-190,28984,1590,-9141,10096,10387,10095,10329,199016,10304.8799,10425.5996,10180.04,10394.75,1452.68,120.5,93.3
2019/8/7,-14327464129,494623238,4048,33056,1607,-7666,10330,10375,10301,10346,113815,10422.8897,10461.3701,10366.54,10386.1797,1207.03,100.68,102.69
2019/8/8,1793472413,976051069,1308,34363,2816,-4846,10372,10454,10340,10436,121943,10383.6201,10500.7695,10383.6201,10494.4902,1233.44,111.55,108.55
2019/8/12,-3665741585,414842318,-432,33931,1145,-3701,10439,10477,10380,10439,86901,10491.79,10514.0498,10440.7695,10472.3604,1238.65,123.64,111.76
2019/8/13,-7582680506,235084467,2152,36062,-2051,-5668,10385,10400,10319,10343,102727,10436.6201,10436.6201,10361.8897,10362.6602,1180.51,108.13,103.72
2019/8/14,-2627745970,1231866370,1380,37442,2036,-3644,10457,10492,10416,10429,107677,10444.5,10518.0195,10427.7305,10427.7305,1443.8,106.35,111.97
2019/8/15,-6145628561,303469790,1869,39292,-4988,-8556,10255,10335,10242,10300,114302,10374.75,10374.75,10287.7598,10327.1299,1219.64,120.01,104.91
2019/8/16,-10330491386,-113149813,554,38642,5471,1731,10315,10421,10288,10412,123666,10345.4199,10456.3203,10318.3701,10420.8897,1191.71,101.26,111.62
2019/8/19,-3702938626,693234510,0,38642,-158,1573,10436,10489,10419,10481,84825,10449.3897,10516.0498,10449.3897,10488.75,1194.08,119.91,118.15
2019/8/20,-3342281755,105310900,3141,41783,1182,2755,10487,10530,10478,10526,75599,10508.4199,10538.1201,10497.1299,10522.5,1202.57,104.55,119.11
2019/8/21,-2161265781,77245240,3685,42222,1598,5144,10514,10544,10505,10528,55497,10526.8701,10545.25,10504.4902,10525.7998,1091.5,107.59,120.31
2019/8/22,-3189775369,1846299687,-4289,37933,-3999,1145,10538,10564,10464,10476,105723,10560.0098,10596.4102,10515.7197,10529.7803,1215.96,104.1,115.05
2019/8/23,-800864972,-204309340,2221,40154,-748,397,10485,10513,10460,10497,76865,10526.1504,10541.7305,10503.0703,10538.1104,1085.2,108.2,116.61
2019/8/26,-14402174067,-546233136,-2529,37624,-10033,-9632,10335,10367,10294,10307,120523,10453.4004,10453.4004,10340.1504,10354.5703,1155.51,112.88,98.28
2019/8/27,-8481630918,718368226,3763,41387,2951,-6681,10372,10390,10343,10363,73260,10386.21,10431.7803,10368.96,10387.2305,1211.1,116.23,105.25
2019/8/28,1281138351,375899128,-508,40873,2937,-3691,10390,10438,10388,10412,86040,10397.5996,10456.2998,10397.5996,10434.29,1006.81,124.05,118.75
2019/8/29,-1880973131,346355281,4135,45008,1641,-2050,10420,10442,10376,10430,84000,10440.1504,10466.9902,10406.4902,10462.4297,1029.55,117.29,122.06
2019/8/30,15110359713,237367875,1676,47684,7189,1139,10520,10584,10517,10577,79663,10504.2803,10618.0498,10504.2803,10618.0498,1474.67,118.17,129.2
2019/9/2,3883604761,262651741,2051,49735,-1307,-168,10564,10615,10556,10603,60421,10613.1904,10634.8496,10589.4199,10634.8496,1051.14,127.05,134.55
2019/9/3,-7190625831,-305849830,-3050,46684,-3952,-4116,10599,10632,10537,10543,91885,10629.2197,10650.1504,10557.0303,10558.21,1049.04,120.97,127.4
2019/9/4,5374818608,-189157500,4403,51087,7832,3819,10563,10657,10558,10644,86348,10566.3203,10670.4297,10566.3203,10657.3096,1053.92,104.74,132.78
2019/9/5,18806026488,1375860572,-1093,49994,-914,2905,10719,10762,10703,10734,90561,10718.4004,10766.5996,10714.2695,10756.9297,1540.68,105.8,137.93
2019/9/6,9263463840,77657353,2003,52750,3005,2898,10776,10783,10741,10767,67991,10783.46,10803.0703,10753.4502,10780.6397,1305.91,124.09,145.89
2019/9/9,4280537307,-256558785,1435,54185,-608,2290,10802,10827,10773,10793,68655,10808.6797,10829.4404,10778.1504,10801.1397,1162.83,112.98,142.5
2019/9/10,2272120451,-629807401,-2279,51907,-2902,-616,10801,10814,10731,10742,76145,10791.9502,10810.0303,10732.7803,10753.5801,1200.76,104.08,140.04
2019/9/11,6419725368,521739883,-872,51053,527,-155,10795,10808,10751,10774,85539,10787.6504,10815.5898,10746.8701,10790.3496,1195.12,100.82,151.2
2019/9/12,6416134226,493363371,-171,50883,-720,-879,10842,10870,10801,10824,87681,10830.25,10862.6797,10804.0195,10827.5498,1168.57,101.09,138.3
2019/9/16,9277921270,598716619,8726,59609,4254,3375,10802,10885,10802,10878,76736,10822.6904,10898.1299,10822.6904,10898.1299,1168.64,118.64,146.84
2019/9/17,5334542597,128816605,-5040,54569,-2592,783,10907,10910,10858,10865,59679,10908.8496,10912.2305,10866.4297,10874.5,1147.9,124.72,145.79
2019/9/18,17884120383,-66658641,3698,51961,3305,2945,10912,10963,10884,10960,55502,10887.4199,10971.54,10878.3398,10929.4502,1287.52,82.99,139.49
2019/9/19,1064006034,231693254,-4310,47683,-3677,-732,10915,10936,10851,10867,91269,10947.6201,10954.1797,10874.6602,10894.7002,1129.12,121.59,129.27
2019/9/20,4871134076,793780395,3121,50804,2210,1478,10901,10912,10884,10899,60369,10908.0996,10931.7598,10903.4502,10929.6904,1448.86,123.77,136.94
2019/9/23,1553583530,-236553753,-965,49839,-2582,-1104,10894,10929,10872,10892,75187,10924.8096,10948.1904,10905.9199,10919.0195,1059.33,120.42,137.7
2019/9/24,2166237982,-908085183,505,50337,-702,-1778,10911,10932,10865,10905,89394,10917.4404,10947.5303,10886.6201,10918.0098,1089.98,115.96,138.7
2019/9/25,-3119218272,-41650515,-2014,48321,-4547,-6341,10865,10873,10805,10841,100195,10885.6699,10885.6699,10825.8496,10873.6904,1046.17,114.34,146.38
2019/9/26,-1032266193,363478167,1527,49848,-885,-7226,10876,10895,10828,10843,83502,10909.5703,10934.9102,10856.96,10871.9902,1136.62,116.15,136.78
2019/9/27,2236278880,-642754806,2708,52571,2196,-5090,10876,10897,10811,10823,94659,10904,10921.1699,10827.6104,10829.6797,1235.02,118.64,132.19
2019/10/1,13954303323,118782408,4631,57182,5550,460,10856,10962,10856,10953,90886,10855.5996,10967.6504,10855.5996,10967.6504,1474.75,121.41,155.32
2019/10/2,1347933442,739103121,-3017,54169,-3933,-3459,10916,10948,10912,10923,66999,10945.9199,10965.2002,10927.3897,10947.8799,1156.69,115.26,145.41
2019/10/3,-8736796139,43598897,268,54447,-2261,-5760,10827,10877,10773,10849,97153,10866.5,10888.4004,10809.2803,10875.9102,1199.1,127.79,131.59
2019/10/4,-927889821,378742120,681,55126,-461,-6213,10881,10912,10820,10877,104736,10907.6904,10941.4902,10854.1201,10894.4805,1225.26,118.25,133.47
2019/10/7,2550870013,686213421,-1261,53865,2561,-3652,10907,10937,10886,10914,67648,10932.2402,10954.4502,10919.4297,10935.0596,1139.1,139.72,141.52
2019/10/8,10147137847,-212865499,5900,59765,4582,930,10958,11021,10950,11000,82233,10986.0098,11020.5098,10986.0098,11017.3096,1288.37,120.65,166.26
2019/10/9,-7197438476,-994408377,-7070,52575,-12580,-11146,10963,10969,10882,10883,81729,10976.9297,10989.3897,10889.96,10889.96,1294.4,114.83,144.63
2019/10/14,15202604370,582839060,5388,57981,6671,-4547,11070,11092,11030,11073,84410,11004.7402,11085.4902,11004.7402,11066.9502,1590.97,136.8,170.97
2019/10/15,4934607840,284133441,-443,57537,-122,-4665,11083,11122,11073,11107,65648,11103.5,11126.4502,11091.29,11111.7998,1311.74,136.92,183.61
2019/10/16,9257812504,113711565,2426,55079,2937,3369,11158,11171,11130,11146,61672,11166.1699,11180.1104,11113.1797,11162.8301,1464.53,114.26,150.86
2019/10/17,9216066632,151821663,2670,57752,2424,5781,11148,11161,11117,11158,56129,11156.1397,11186.8799,11131.4502,11186.8799,1220.45,143.44,155.64
2019/10/18,6119771199,117957450,-3549,54203,-6003,-222,11195,11223,11132,11149,91140,11190.21,11237.3799,11154.8604,11180.2197,1453.01,108.09,143.77
2019/10/21,4726654257,39853607,-2407,51796,-1484,-1706,11157,11168,11133,11157,54206,11166.2402,11188.1299,11147.8604,11184.1504,1020.75,128.1,144.7
2019/10/22,13821217412,-421308335,1664,53460,3341,1635,11213,11252,11191,11240,78410,11221.1904,11271.25,11218.25,11271.25,1263.32,125.62,163.99
2019/10/23,4951166736,294313573,10,53471,-640,1043,11225,11254,11182,11200,79347,11266.1797,11281.1201,11209.0996,11239.6699,1397.02,112.57,155.79
2019/10/24,14775803393,181994559,2929,57600,6491,2734,11232,11292,11225,11288,71549,11266.8398,11320.1397,11254.5898,11320.1397,1412.89,137.13,161.07
2019/10/25,3296398262,-95387561,-2299,55301,-3805,-1071,11321,11328,11264,11283,61352,11336.6397,11347.1797,11281.3701,11296.1201,1291.63,102.77,161.76
2019/10/28,6940257140,-370921488,2604,57905,1227,156,11334,11342,11291,11311,52187,11321.9902,11341.0303,11295.4404,11315.0195,1128.68,126.77,159.72
2019/10/29,6411175421,-509825768,-131,57775,1275,1427,11348,11366,11293,11325,80263,11347.3897,11373.9502,11292.8301,11333.8701,1456.67,113.5,156.52
2019/10/30,7003526380,192366377,718,58493,792,2213,11312,11351,11295,11338,66639,11336.9697,11380.2803,11306.9502,11380.2803,1234.24,94.29,157.55
2019/10/31,6987137300,7207258,457,58950,-530,1683,11371,11396,11341,11344,74371,11393.6797,11428.4199,11358.71,11358.71,1533.28,123.32,147.22
2019/11/1,8281199833,-339191000,232,59182,851,2534,11333,11377,11316,11371,60297,11373.7002,11399.5303,11335.5098,11399.5303,1336.43,138.06,153.88
2019/11/4,14446904326,785116520,2734,61916,4652,7186,11416,11554,11413,11542,102899,11451.7197,11559.0703,11451.7197,11556.8496,1569.92,109.4,181.53
2019/11/5,13156654265,80744358,-4712,57204,-2641,4545,11594,11650,11566,11645,85543,11576.1797,11644.0303,11576.1797,11644.0303,1531.76,103.76,176.41
2019/11/6,6530554597,-626018326,-1510,55694,-1716,2783,11644,11675,11600,11650,89714,11645.0801,11668.2002,11601.7002,11653.0703,1597.23,88.54,174.47
2019/11/7,4978613833,-175932390,-2467,53227,-2491,292,11636,11637,11558,11596,98276,11642.9102,11647.4697,11552.0801,11606.5596,1400.58,117.76,157.69
2019/11/8,1518957416,439030752,-1121,52106,-1411,-1119,11646,11648,11554,11572,93098,11620.8897,11642.4102,11561.3096,11579.54,1347.99,100.56,147.67
2019/11/11,3847930870,-423189962,157,52263,-364,-1483,11577,11581,11424,11437,115483,11570.3301,11570.3301,11409.8301,11427.2803,1496.1,107.98,120.95
2019/11/12,4686952442,-149705417,-2101,50161,2481,1002,11483,11528,11466,11524,76130,11463.3301,11520.3701,11459.6797,11520.3701,1185.08,127.46,134.03
2019/11/13,-6263240391,-329287865,-233,49928,-3290,-2276,11463,11494,11428,11466,103164,11483.2402,11509.3701,11439.0898,11467.8301,1151.31,104.86,138.71
2019/11/14,4238642295,349467800,-1452,48476,-306,-2582,11493,11496,11413,11456,103358,11488.7402,11498.25,11424.7695,11450.4199,1314.34,119.91,137.77
2019/11/15,4258889694,292718025,-3152,45324,-1320,-3902,11485,11563,11480,11532,99316,11485.46,11552.25,11485.46,11525.5996,1306.21,108.78,146.77
2019/11/18,2942571601,1196332224,474,45798,1773,-2129,11533,11594,11507,11592,75739,11543.7998,11599.7803,11532.9697,11599.7803,1088.1,137.79,155.11
2019/11/19,11017324622,362072859,-1168,44634,-1499,-3644,11574,11654,11563,11645,77336,11608.4805,11656.4004,11576.79,11656.4004,1215.54,122.86,163.43
2019/11/20,1013465053,81048071,-3532,40968,-4668,77,11621,11644,11594,11608,57530,11645.7305,11649.0703,11591.7305,11631.2002,1166.64,93.59,133.72
2019/11/21,-9834932475,498452243,1794,42761,1251,1332,11529,11551,11450,11545,135339,11573.8398,11573.8398,11478.4297,11558.2695,1201.61,115.98,130.36
2019/11/22,-148965676,-449074708,-1615,41154,-2371,-1071,11565,11592,11531,11554,80401,11556.75,11577.0195,11534.1504,11566.7998,1075.27,126.94,129.4
2019/11/25,1484002924,-215315815,278,41432,209,-862,11615,11629,11559,11566,87186,11590.8096,11604.75,11559.3301,11561.5801,1125.51,114.95,130.73
2019/11/26,373695993,152812190,3260,45694,6124,1254,11620,11658,11603,11618,107823,11608.3701,11642.96,11576.8203,11576.8203,2001.25,116.61,140.85
2019/11/27,2514490067,704656900,1492,47197,34,1262,11613,11651,11596,11647,70895,11590.8096,11651.7305,11590.8096,11647.46,1092.04,101.43,136.78
2019/11/28,1444116353,-264731867,-5484,41713,-5782,-4520,11658,11663,11605,11613,88562,11641.7002,11654.0596,11604.6797,11617.0801,1051.89,116.05,128.67
2019/11/29,-12594277637,-324880034,-5868,35843,-5444,-9956,11604,11613,11463,11464,131564,11616.8799,11623.5898,11485.1602,11489.5703,1198.72,103.52,114.3
2019/12/2,3457706258,-321534999,6745,41888,5973,-1183,11527,11533,11459,11502,90559,11509.9404,11524.8496,11454.3799,11502.8301,1135.83,126.41,115.24
2019/12/3,4573111968,146903812,4756,46644,2495,1312,11444,11527,11439,11523,88438,11473.3203,11531.5801,11460.0596,11531.5801,1076.4,131.77,117.56
2019/12/4,-2667647215,394847723,-1692,44952,-4365,-3067,11492,11505,11443,11502,106777,11511.8203,11513.8301,11457.4297,11510.4697,1044.26,122.9,124.89
2019/12/5,6172862860,562855420,3788,48740,4451,1384,11540,11618,11532,11598,91767,11546.75,11604.3897,11546.75,11594.6504,1219.86,123.05,134.89
2019/12/6,3894888207,-56482018,1314,50054,1217,2601,11645,11670,11580,11611,88195,11639.7998,11657.6504,11577.8301,11609.6397,1099.97,108.47,136.47
2019/12/9,4195354005,-203865891,513,51767,2306,107,11670,11699,11633,11671,77905,11635.4697,11678.3604,11631.0303,11660.7695,1207.34,129.19,144.98
2019/12/10,-2732490100,-151113250,-8466,43270,-7701,-7470,11647,11656,11605,11624,72718,11647.7803,11649.7305,11607.2598,11627.8398,1036.36,105.36,133.38
2019/12/11,4054670799,493742195,6077,49361,7467,-77,11600,11706,11594,11704,91749,11635.0703,11700.7695,11622.5801,11700.7695,1246.9,108.95,143.13
2019/12/12,9434238606,-280933008,2101,51462,3021,2944,11765,11888,11754,11851,116222,11766.9805,11875.9805,11766.9805,11836.4199,1512.18,93.61,166.26
2019/12/13,15943986369,-75824852,-2566,48903,-2619,297,11977,12007,11917,11963,108464,11937.9004,11990.7803,11913.0195,11927.7305,1707.56,93.59,166.48
2019/12/16,2103029288,105018566,759,49668,-2499,-2206,11932,11976,11922,11959,69730,11915.6104,11975.7305,11915.6104,11939.7695,1359.43,123.88,165.68
2019/12/17,10879604475,180148563,-4619,45044,-294,-2480,11974,12102,11945,12099,92853,11939.6201,12097.0098,11939.6201,12097.0098,1552.27,119.42,191.54
2019/12/18,5298497934,-975691800,-2722,43908,-3777,4055,12076,12129,12065,12119,48307,12061.0996,12125.9004,12059.9199,12122.4502,1478.18,86.47,134.28
2019/12/19,-7046558334,-956657532,-1421,42487,-2510,1545,12110,12115,12015,12031,92203,12082.9805,12111.7695,12008.1602,12018.9004,1366.37,94.77,112.46
2019/12/20,-4508974019,-545530603,-1489,41003,-1348,177,12063,12063,11951,11979,126718,12001.5596,12028.2197,11937.4502,11959.0801,1693.05,100.73,106.42
2019/12/23,1808230367,46459210,-335,40668,651,828,12000,12028,11972,12020,75248,11969.1397,12022.2305,11960.21,12022.2305,1119.86,93.16,108.72
2019/12/24,707335065,-740541582,-3575,37093,-2888,-2060,12030,12044,11983,11983,55381,12023.79,12027.5996,11976.3799,11976.3799,1035.46,87.99,105.19
2019/12/25,628392723,363148263,91,37184,25,-2037,11989,12027,11976,12019,41574,11978.9404,12032.3701,11973.9502,12008.1299,909.45,89.31,122.63
2019/12/26,84236972,-921246635,-2325,34859,-2519,-4556,12029,12042,11986,12007,52146,12018.3799,12030.6602,11982.6397,12001.0098,1005.08,107.88,123.62
2019/12/27,7999348153,-335758050,3581,38443,3378,-1190,12038,12112,12037,12097,74436,12032.7197,12093.0195,12032.7197,12091.5898,1087.69,103.07,138.47
2019/12/30,-1455701577,-325783745,-290,38158,-1229,-2439,12091,12125,12065,12069,66052,12094.8096,12114.8897,12046.2197,12053.3701,1247.58,110.03,129.88
2019/12/31,-9430384487,91580756,-1248,36910,-3723,-6162,12029,12049,11994,11994,74341,12019.1904,12047.75,11997.1397,11997.1397,1177.66,101.96,113.18
2020/1/2,-3429869735,-77617601,-1453,35457,3594,-2503,12044,12120,12023,12101,100399,12026.5,12110.7402,12026.2305,12100.4805,1413.68,108.07,127.11
2020/1/3,-135866137,182212895,-834,34623,-1004,-3507,12180,12198,11996,12087,172645,12167.4404,12197.6397,12023.5996,12110.4297,1932.78,107.91,121.91
2020/1/6,-9750909700,-1785310923,-2447,32176,-4553,-8060,12017,12034,11949,11949,118362,12035.71,12040.0801,11953.3604,11953.3604,1435.84,95.48,99.09
2020/1/7,-9820883110,-1219425340,-2925,29263,-1354,-9462,11995,12009,11816,11871,157259,11961.9697,11986.0303,11822.4004,11880.3203,1651.59,93.49,89.28
2020/1/8,-1232385678,399377560,6259,35546,5636,-3903,11728,11892,11697,11788,158049,11818.7598,11899.6699,11777.4502,11817.0996,1499.86,115.43,105.88
2020/1/9,5421111989,1470471663,1865,37426,3625,-338,11919,11998,11883,11969,111676,11889.46,11992.5498,11889.46,11970.6299,1326.48,100.03,112.63
2020/1/10,6897632746,106762668,1927,39362,-1596,-1970,12005,12042,11953,12011,103478,12009.2695,12038.21,11959.0596,12024.6504,1277.75,105.62,121.25
2020/1/13,10728837808,963532912,3028,42393,2637,655,12085,12121,12044,12116,114703,12069.6104,12113.4199,12037.2402,12113.4199,1426.96,128.14,140.1
2020/1/14,4101323281,662910768,-2506,39879,-654,33,12176,12199,12148,12181,85238,12161.7305,12186.6201,12140.2695,12179.8096,1533.45,112.21,151.26
2020/1/15,-8896921984,-117479467,-1926,36749,-5563,-2408,12159,12175,12058,12063,82149,12169.9199,12169.9199,12048.0098,12091.8799,1489.75,105.88,157.52
2020/1/16,-4618752816,294411420,-5300,31449,-1132,-3540,12040,12078,11990,12052,106191,12006.0801,12075.54,12006.0801,12066.9297,1390.39,120.24,152.05
2020/1/17,-2076588609,-310620459,936,32382,535,-2993,12103,12118,12029,12071,101186,12080.7197,12117.5498,12055.9102,12090.29,1316.01,110.9,149.04
2020/1/20,5478963282,-249146776,-592,31789,1718,-1271,12119,12160,12097,12111,77545,12107.5596,12151.4199,12101.5498,12118.71,1137.49,129.28,151.09
2020/1/30,-18101697877,-2840881629,-11751,18239,-13037,-7108,11770,11798,11371,11372,248034,11933.2305,11933.2305,11418.2197,11421.7402,2758.36,94.54,106.12
2020/1/31,-17195432577,-1103130000,11532,29779,9324,2156,11460,11567,11407,11469,154005,11494.0303,11594.21,11436.9502,11495.0996,1757.41,84.88,109.66
2020/2/3,1215731347,525505733,1669,32348,-2793,-4237,11285,11370,11152,11324,206299,11365.9004,11365.9004,11138.0303,11354.9199,1804.61,106.81,97.38
