date,inst_f buy,inst_t buy,inst_txf_net,inst_txf_oi,inst_mtx_net,inst_mtx_oi,txf_open,txf_high,txf_low,txf_close,txf_volume,tse_open,tse_high,tse_low,tse_close,tse_volume,PutCallVol,PutCallRatio
2019/4/29,-384336006,-1328007872,2227,56448,2838,299,10959,10978,10902,10933,90054,10952.9102,10992.5498,10905.7803,10939.0596,1193.93,122.63,128.29
2019/4/30,104700093,16586189,1306,57754,1246,1545,10912,10961,10883,10952,99257,10945.9404,10978.0996,10910.7803,10967.7305,1036.56,109.37,127.41
2019/5/2,5296485685,-42868930,-1047,56707,-663,937,10947,11033,10933,10978,110440,10992.7598,11046.6397,10988.7002,11004.4902,1014.1,110.11,145.51
2019/5/3,4151629221,670592819,4044,60751,5375,6312,10992,11094,10975,11092,105075,11037.9902,11097,11018.8604,11096.2998,1146.82,116.2,153.69
2019/5/6,-13956697549,-607779285,-10743,50008,-8866,-2554,10980,10980,10821,10860,157580,11005.3604,11005.3604,10870.4004,10897.1201,1381.84,122.76,120.46
2019/5/7,160249004,442342162,6923,56949,4110,1484,10900,10996,10900,10971,112170,10913.9502,11004.7598,10913.9502,10987.1397,1118.86,125.69,134.66
2019/5/8,-6234704409,-515787400,-1932,55017,-6585,-5041,10849,10943,10841,10893,122003,10938.4697,10946.8203,10867.0596,10923.71,1096.12,120.75,141.51
2019/5/9,-18547223444,-286574050,-6280,48737,-5722,-10763,10854,10866,10716,10747,160280,10910.4697,10910.4697,10732.9697,10733.6699,1408.11,100.87,119.51
2019/5/10,-4021026317,-1168047701,8270,57008,4126,-6641,10750,10850,10646,10744,233558,10751.5498,10834.6904,10669.3897,10712.9902,1248.07,112.06,121.07
2019/5/13,-4072200251,-758977770,-6899,49309,-9544,-12985,10686,10708,10565,10574,141353,10684.04,10693.4404,10549.0596,10558.29,1137.38,84.22,110.65
2019/5/14,-9337273218,-634069036,1687,50970,-1359,-14240,10425,10571,10399,10531,161114,10480.21,10544.9697,10363.0195,10519.25,1396.31,101.82,110.11
2019/5/15,-13639741820,435983010,-37,47150,-119,-633,10539,10609,10513,10580,76901,10535.2402,10612.5,10535.2402,10560.71,1141.23,99.79,133.9
2019/5/16,-13759020404,242524445,2022,49172,-1211,-1844,10537,10574,10483,10489,135442,10556.5801,10573.9297,10474.6104,10474.6104,1136.2,109.95,126.18
2019/5/17,-10445921123,-561082416,-1215,47957,-800,-2644,10562,10566,10406,10413,147667,10508.5596,10564.9697,10384.1104,10384.1104,1312.65,94.55,111.6
2019/5/20,-4503052348,-91897072,4787,52743,1709,-931,10442,10485,10405,10432,137967,10405.3604,10465.8398,10385.1797,10398.4102,1061.92,112.3,113.16
2019/5/21,-7178679627,437580460,-1661,51082,-1066,-1997,10398,10502,10378,10487,139187,10362.3496,10477.2002,10342.3203,10464.5,1283.69,105.27,118.31
